,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
11266,8736973,Cozy Studio for your Business Trip,45837872,Manhattan,Midtown,40.755309999999994,-73.9655,Private room,148,1,30,16
11273,8740683,AMAZING  2BR Apartment Elev/laundry!,1475015,Manhattan,Midtown,40.7569,-73.96408000000001,Entire home/apt,115,30,1,341
11282,8752714,HUGE STUDIO! LOFT STYLE! PRIVATE !,1475015,Manhattan,Midtown,40.75618,-73.96600000000001,Entire home/apt,100,30,2,365
11317,8794495,1 Bedroom in a Modern Mid-Town Apt,12330542,Manhattan,Midtown,40.75417,-73.97279,Private room,135,1,0,0
11333,8806783,Large 1 BD Upper East With Roof Top,8115401,Manhattan,Midtown,40.75606,-73.97004,Entire home/apt,250,2,33,7
11339,8810949,NYC  Upscale Midtown East 3BR Apt,30283594,Manhattan,Midtown,40.748670000000004,-73.96734000000001,Entire home/apt,1170,80,0,365
11407,8863005,Quaint Midtown Studio,46395463,Manhattan,Midtown,40.755559999999996,-73.96817,Entire home/apt,150,1,3,0
11413,8865020,Manhattan Club Oct 16-Oct 18,46404051,Manhattan,Midtown,40.76385,-73.98212,Entire home/apt,250,1,1,0
11428,8880194,"Private Bedroom, Huge Apt.",18023496,Manhattan,Midtown,40.74382,-73.98798000000001,Private room,100,1,1,0
11523,8964008,Cozy Bed in Midtown Manhattan,18655157,Manhattan,Midtown,40.74387,-73.98496,Shared room,55,5,5,0
11533,8973075,"Large Private Room, great location!",8595112,Manhattan,Midtown,40.755309999999994,-73.97147,Private room,140,1,13,0
11537,8974121,Cozy Sizeable Sutton Place Studio!,46815771,Manhattan,Midtown,40.75687,-73.96639,Entire home/apt,170,3,1,0
11578,9007767,Spacious Modern Alcove Studio 4,45595980,Manhattan,Midtown,40.76135,-73.96706999999999,Entire home/apt,135,30,8,282
11590,9024193,LUXURY XLARGE/24/7 DOORMAN~MIDTOWN,2856748,Manhattan,Midtown,40.75251,-73.97261999999999,Entire home/apt,175,30,0,365
11592,9024661,TRUE2BR-PRIME MIDTOWN EAST~53rd&3rd,2856748,Manhattan,Midtown,40.75759,-73.96902,Entire home/apt,230,30,0,332
11654,9064238,Large 1-bedroom  in midtown sleeps 1-4 people,4166175,Manhattan,Midtown,40.754540000000006,-73.97083,Entire home/apt,103,6,0,0
11721,9115251,Midtown East Room,27012583,Manhattan,Midtown,40.7606,-73.97180999999999,Private room,86,1,3,0
11734,9125862,Luxury large one-bedroom apartment,47541749,Manhattan,Midtown,40.758070000000004,-73.96308,Entire home/apt,300,1,0,0
11745,9132807,Modernly Furnished Studio Apt in Midtown NYC,30283594,Manhattan,Midtown,40.75242,-73.97187,Entire home/apt,139,30,0,360
11760,9146175,BRAND NEW RENOVATED 2BR~TIMES SQR,2856748,Manhattan,Midtown,40.75687,-73.97321,Entire home/apt,245,30,1,331
11786,9168009,Room available in Midtown West NYC,47577737,Manhattan,Midtown,40.7662,-73.98321,Private room,60,3,1,0
11826,9207124,West 57th Street by Hilton Club,25798603,Manhattan,Midtown,40.76331,-73.97910999999999,Private room,300,3,0,0
11828,9211087,Midtown 2B/2BTH w large living room,47903548,Manhattan,Midtown,40.75505,-73.96714,Entire home/apt,400,1,0,0
11854,9232861,Midtown East Modern Alcove Studio 5,45595980,Manhattan,Midtown,40.7598,-73.96684,Entire home/apt,132,30,5,220
11863,9237857,Penthouse Suites Midtown Manhattan,17507097,Manhattan,Midtown,40.763709999999996,-73.98204,Entire home/apt,300,3,3,0
11865,9238295,Modern Spacious Apartment near UN (doorman bldg),24272490,Manhattan,Midtown,40.75145,-73.97162,Entire home/apt,179,1,9,189
11874,9242243,Cozy 1bdrm apt in Midtown Manhattan,3335559,Manhattan,Midtown,40.76362,-73.97542,Private room,180,1,10,175
11879,9248558,1 Queen Bed,48059119,Manhattan,Midtown,40.747840000000004,-73.9862,Private room,159,1,0,365
11883,9250241,2 Twin Beds,48059119,Manhattan,Midtown,40.74702,-73.98778,Private room,159,1,1,365
11888,9253505,Spacious room in Midtown East,3001268,Manhattan,Midtown,40.75261,-73.97063,Private room,99,1,0,0
11942,9301647,Semi-Private Space in Prime Midtown East,9226879,Manhattan,Midtown,40.75249,-73.97412,Private room,70,3,6,233
11969,9329090,Prime MidTown East Spacious Studio,9226879,Manhattan,Midtown,40.75145,-73.9752,Entire home/apt,140,4,1,223
12005,9348941,Spacious 1 BR in Midtown East,7992346,Manhattan,Midtown,40.752179999999996,-73.97216999999999,Entire home/apt,149,1,0,0
12016,9352565,Studio Apartment in Herald Square,33281828,Manhattan,Midtown,40.74966,-73.98781,Entire home/apt,140,4,2,0
12030,9363966,2 BR available for summer rental!!!,48588586,Manhattan,Midtown,40.755109999999995,-73.96825,Private room,75,1,0,0
12036,9365176,Fifth Ave. Modern Studio,48593893,Manhattan,Midtown,40.75103,-73.98349,Entire home/apt,250,2,10,0
12068,9384723,North of Madison Square Park Duplex,13838573,Manhattan,Midtown,40.74538,-73.98313,Entire home/apt,285,31,5,365
12138,9416198,Cute private space in an Awesome Location,48823036,Manhattan,Midtown,40.75452,-73.96767,Entire home/apt,180,1,156,22
12283,9496137,1BR newly renovated - 5 min walk to Central Park,42573050,Manhattan,Midtown,40.759029999999996,-73.96287,Entire home/apt,303,5,0,0
12384,9548756,Manhattan 1-BR by Grand Central,21188854,Manhattan,Midtown,40.75553,-73.97251,Entire home/apt,200,2,0,0
12385,9549544,Luxury Suite in Theater District - Midtown NYC,49451877,Manhattan,Midtown,40.763740000000006,-73.98089,Entire home/apt,350,2,2,0
12456,9590519,Fun Spacious Midtown Apt near U.N. & Central Park,49383811,Manhattan,Midtown,40.75435,-73.96729,Entire home/apt,150,1,142,58
12466,9595353,Bright 1 Bedroom in 2 BR Apt,49662115,Manhattan,Midtown,40.74606,-73.98688,Private room,125,3,0,0
12484,9607482,Cozy Studio in Midtown East,36380016,Manhattan,Midtown,40.7532,-73.96710999999999,Entire home/apt,99,1,7,0
12504,9614378,"Hip, Young & Fabulous Midtown",49742527,Manhattan,Midtown,40.75246,-73.97171,Entire home/apt,150,4,76,299
12523,9625266,West 57th Street in Manhattan,41702722,Manhattan,Midtown,40.76278,-73.97443,Entire home/apt,395,7,0,0
12592,9679935,"Wyndham Resort Midtown 45 NYC Studio Sep 1-4, 2019",24199235,Manhattan,Midtown,40.75328,-73.97211999999999,Private room,224,3,0,3
12648,9710169,Doorman 1 bedroom GYM Deck Luxury!5203,16098958,Manhattan,Midtown,40.766009999999994,-73.97789,Entire home/apt,170,30,1,332
12677,9720809,Centrally located Times Square large room,31626212,Manhattan,Midtown,40.748259999999995,-73.98653,Private room,100,30,2,248
12682,9726143,"Huge 1-Bedroom, A+ Midtown Location",37803660,Manhattan,Midtown,40.75088,-73.96918000000001,Entire home/apt,199,4,1,0
12706,9736071,COOL STUDIO IN THE HEART OF MIDTOWN,17870643,Manhattan,Midtown,40.75843,-73.96265,Entire home/apt,195,1,0,0
12800,9775397,Apartment at the St.Regis Hotel,50397134,Manhattan,Midtown,40.76103,-73.97511999999999,Entire home/apt,1200,1,0,0
12839,9792323,Brand New Studio!! UNITED NATIONS!!,1475015,Manhattan,Midtown,40.75185,-73.97001,Entire home/apt,83,30,3,331
12865,9804814,Cozy Midtown East apt,10487850,Manhattan,Midtown,40.75287,-73.96708000000001,Entire home/apt,230,1,0,0
12874,9808151,"Lovely XL Studio,Lux bldg,24hr drmn",30223110,Manhattan,Midtown,40.75134,-73.96807,Entire home/apt,112,4,1,0
12964,9845284,Clean Classic NYC Studio,1134635,Manhattan,Midtown,40.742509999999996,-73.98414,Entire home/apt,150,2,1,0
12974,9855028,Upscale 1 Bedroom Midtown West NYC Apartment,30283594,Manhattan,Midtown,40.76482,-73.98216,Entire home/apt,239,30,0,351
12986,9858642,NYC Midtown West  2-BR Apt near Theater District!,30283594,Manhattan,Midtown,40.76704,-73.98153,Entire home/apt,369,30,1,345
13004,9864121,Chelsea Studio - great city views,39322,Manhattan,Midtown,40.74612,-73.98948,Entire home/apt,145,21,0,0
13007,9864749,Spacious Bedroom in Flat Iron,50769650,Manhattan,Midtown,40.74501,-73.98574,Private room,150,4,0,0
13008,9864900,SPACIOUS MIDTOWN APT WITH BACKYARD,50770601,Manhattan,Midtown,40.75622,-73.96467,Entire home/apt,229,1,0,306
13015,9866039,"Modern, Large & Cozy 1 BR NYC Apt",314008,Manhattan,Midtown,40.75247,-73.97196,Entire home/apt,270,4,8,0
13027,9877776,Standard Triple Room,48059119,Manhattan,Midtown,40.74673,-73.98666999999999,Private room,325,1,0,360
13033,9880049,Furnished 1BR apt. near Empire State Building!,30283594,Manhattan,Midtown,40.7655,-73.98308,Entire home/apt,239,30,0,352
13036,9880495,NYC Midtown West Luxury 1 bedroom apartment!,30283594,Manhattan,Midtown,40.76555,-73.98224,Entire home/apt,239,30,0,351
13039,9880827,NYC luxury 1 BR apt near the Chrysler Building!,30283594,Manhattan,Midtown,40.76693,-73.98139,Entire home/apt,239,30,0,352
13043,9881685,Upscale and spacious 2bed/2bath Midtown West apt.,30283594,Manhattan,Midtown,40.76665,-73.98281,Entire home/apt,190,30,1,286
13053,9884237,Central Park Luxury Studio,16177882,Manhattan,Midtown,40.76566,-73.97873,Entire home/apt,400,1,0,0
13095,9904570,HighRise Bryant Park Apt w NYC View,3631872,Manhattan,Midtown,40.75342,-73.98729,Entire home/apt,200,4,3,0
13104,9910133,1 bed cozy studio @ Gramercy on Lex,17131739,Manhattan,Midtown,40.7415,-73.98354,Entire home/apt,139,7,1,0
13161,9937558,Central Park South Luxury 2 Bedroom 2 Bathroom,50760546,Manhattan,Midtown,40.76625,-73.97886,Entire home/apt,215,29,4,146
13162,9937667,Central Park South Luxury 3 Bedroom,50760546,Manhattan,Midtown,40.76542,-73.97844,Entire home/apt,249,30,5,125
13163,9938066,Madison Avenue Studio Suite (4),50760546,Manhattan,Midtown,40.74892,-73.9828,Entire home/apt,110,30,7,179
13164,9938208,Madison Avenue Studio Suite (3),50760546,Manhattan,Midtown,40.74909,-73.98253000000001,Entire home/apt,110,30,1,145
13231,9977113,"Huge Private Room, great location",8595112,Manhattan,Midtown,40.75606,-73.97108,Private room,150,2,2,0
13254,9991319,1 Bedroom Apt near the Empire State,7367006,Manhattan,Midtown,40.74604,-73.98555,Entire home/apt,120,1,0,0
13257,9992743,Exposed Brick Midtown East Apt,19131159,Manhattan,Midtown,40.75199,-73.97193,Private room,100,4,0,0
13307,10015195,Madison Avenue 1 Bedroom Suite,50760546,Manhattan,Midtown,40.75093,-73.98096,Entire home/apt,110,30,1,133
13311,10016343,Grand Madison Avenue Loft,50760546,Manhattan,Midtown,40.75065,-73.98204,Entire home/apt,155,29,0,327
13313,10016503,Madison Avenue 3 Room Loft,50760546,Manhattan,Midtown,40.74906,-73.98276,Entire home/apt,165,29,3,134
13340,10022144,Modern & Upgraded in Midtown,10770088,Manhattan,Midtown,40.75221,-73.97157,Entire home/apt,101,2,1,0
13381,10038823,"Apartment for 5, Midtown Manhattan",48681257,Manhattan,Midtown,40.75828,-73.96285999999999,Entire home/apt,220,1,116,264
13475,10089727,"St Regis Hotel, NYC Luxury Hotel Rooms by Owners",51772392,Manhattan,Midtown,40.76039,-73.9736,Private room,587,1,3,365
13518,10116081,Apartment in Midtown East of NYC,51913270,Manhattan,Midtown,40.75939,-73.96949000000001,Entire home/apt,200,1,0,0
13532,10123090,Midtown Manhattan steps from 5thAve,51948055,Manhattan,Midtown,40.76372,-73.97691999999999,Entire home/apt,500,29,5,88
13573,10154702,"Pool, Gym, Rooftop, East 50's1 bedroom /1 bathroom",9369977,Manhattan,Midtown,40.75763,-73.96359,Private room,120,7,4,0
13615,10187402,Turtle Bay/UN Brownstone Garden Apt,52320213,Manhattan,Midtown,40.7533,-73.97162,Entire home/apt,275,4,77,0
13658,10233563,纽约市曼哈顿中城East 52nd st_2室1厅_$4500/月,4227531,Manhattan,Midtown,40.756859999999996,-73.96723,Entire home/apt,230,180,0,365
13712,10291127,Doorman XL one bedroom!5109,16098958,Manhattan,Midtown,40.75295,-73.98889,Entire home/apt,160,30,4,365
13780,10377445,Beautiful High-Rise Studio Condo.,53412784,Manhattan,Midtown,40.74357,-73.98465999999999,Private room,600,1,0,0
13971,10609249,Magnificent New 2 BR near park Ave,1515120,Manhattan,Midtown,40.755,-73.96562,Private room,325,3,9,88
14045,10724792,"New, Lux Doorman,U.N. Grand Central",52950465,Manhattan,Midtown,40.752790000000005,-73.97251,Entire home/apt,129,30,4,328
14103,10811681,Madison Square Park Luxury Apt,6044561,Manhattan,Midtown,40.74662,-73.98965,Entire home/apt,295,1,0,0
14124,10836260,"Wyndham Midtown 45, New York City",17592675,Manhattan,Midtown,40.752990000000004,-73.97154,Entire home/apt,400,1,0,0
14156,10885211,Trendy studio btwn Grand Central and Central Park,15651999,Manhattan,Midtown,40.75598,-73.96664,Entire home/apt,135,3,4,0
14207,10978135,Midtown Manhattan East Large Studio Apatment,56754697,Manhattan,Midtown,40.75862,-73.96840999999999,Entire home/apt,160,3,50,4
14263,11060328,5BED OASIS IN 3BEDROOM/3BATH DUPLEX W/BACKYARD,12872352,Manhattan,Midtown,40.75912,-73.9621,Entire home/apt,550,1,57,267
14266,11062629,room with awesome view,6961443,Manhattan,Midtown,40.759570000000004,-73.96802,Private room,70,1,1,0
14267,11063065,Spacious room in mid manhattan!,6961443,Manhattan,Midtown,40.76163,-73.96956,Private room,70,1,2,0
14317,11144544,Habitación privada en Midtown NY,7401344,Manhattan,Midtown,40.74545,-73.98128,Private room,112,3,1,0
14325,11156579,TOWNHOUSE CHARME IN CITY~EAST 59th STUDIO,2856748,Manhattan,Midtown,40.7591,-73.96334,Entire home/apt,180,30,1,364
14333,11164599,Top Floor Apartment with Roof Access.,5162894,Manhattan,Midtown,40.74389,-73.98515,Private room,120,1,28,17
14370,11221362,Private room in the hearth of NYC,58467654,Manhattan,Midtown,40.757709999999996,-73.96871999999999,Private room,90,3,3,0
14383,11239207,The Blair House Rental,33535733,Manhattan,Midtown,40.76096,-73.9672,Private room,120,5,0,0
14387,11244921,SPACIOUS Designer Loft - 1BR,24058309,Manhattan,Midtown,40.75266,-73.97378,Entire home/apt,160,3,1,0
14494,11412169,Condo at Wyndham Midtown 45,40744172,Manhattan,Midtown,40.75225,-73.97176999999999,Private room,499,3,0,0
14559,11481037,A slice of heaven on earth in NYC,60294559,Manhattan,Midtown,40.753209999999996,-73.97215,Shared room,75,1,2,0
14566,11488593,LUXURY DOORMAN STUDIO ON EAST 44th STREET,2856748,Manhattan,Midtown,40.750659999999996,-73.97036999999999,Entire home/apt,198,30,0,364
14574,11495797,1br Suite - St Regis Residence Club,60535711,Manhattan,Midtown,40.7604,-73.9741,Entire home/apt,1100,2,20,268
14588,11512962,Central Park 2BR Luxury building~24H DM Newly Reno,2119276,Manhattan,Midtown,40.766870000000004,-73.98273,Entire home/apt,400,30,2,188
14591,11514756,RENOVATED/BEST LOCATION in MIDTOWN,60688035,Manhattan,Midtown,40.759209999999996,-73.97361,Private room,250,3,167,198
14618,11546462,Midtown East Master Bedroom,44357881,Manhattan,Midtown,40.74512,-73.98176,Private room,75,1,0,0
14636,11557387,EAST RIVER VIEW~HIRISE STUDIO,2856748,Manhattan,Midtown,40.754529999999995,-73.96473,Entire home/apt,205,30,0,364
14646,11567796,Great Apartment in Midtown New York,48024019,Manhattan,Midtown,40.74644,-73.98389,Entire home/apt,200,1,0,0
14663,11583439,Private room in Midtown East Manhat,5466759,Manhattan,Midtown,40.75438,-73.96576,Private room,99,4,0,0
14672,11589895,Park Avenue Studio Suite,50760546,Manhattan,Midtown,40.74596,-73.98195,Entire home/apt,110,30,4,126
14673,11590055,Park Avenue 3 Bedroom Apartment,50760546,Manhattan,Midtown,40.7455,-73.98111999999999,Entire home/apt,215,30,2,125
14679,11595172,LUXURY 2 BR 2 BATH -WASHER/DRYER/DOORMAN-E 52nd ST,2856748,Manhattan,Midtown,40.75615,-73.9649,Entire home/apt,355,30,0,364
14680,11595739,CHIC STUDIOS ON E 54TH~PRIME LOCATION~SUTTON PLACE,2856748,Manhattan,Midtown,40.75505,-73.96484,Entire home/apt,185,30,0,364
14724,11640318,"Executive Room Central Park-Comfort,Classy-Midtown",1709718,Manhattan,Midtown,40.76453,-73.97769,Private room,285,1,32,365
14733,11651455,Midtown East 2 Bedroom 3 Beds,61391963,Manhattan,Midtown,40.756879999999995,-73.96815,Entire home/apt,150,30,9,206
14737,11651980,Updated Midtown East 2 Bedroom 3 Beds,61391963,Manhattan,Midtown,40.75605,-73.96503,Entire home/apt,165,30,0,180
14740,11652872,Executive 1 BR - Elevator & Laundry,61391963,Manhattan,Midtown,40.75589,-73.96753000000001,Entire home/apt,133,30,7,310
14822,11739071,XL Corporate 1 BR - Midtown East,61391963,Manhattan,Midtown,40.75639,-73.96593,Entire home/apt,142,30,3,357
14832,11750766,SWEEPING VIEWS 23d FLR~SUTTON PLACE,2856748,Manhattan,Midtown,40.757540000000006,-73.96129,Entire home/apt,245,30,0,334
14833,11751327,Midtown East Elevator 1 Bedroom,61391963,Manhattan,Midtown,40.75387,-73.96744,Entire home/apt,125,30,11,157
14836,11752905,"Midtown East 2 BR, 3 Beds",61391963,Manhattan,Midtown,40.75573,-73.96835,Entire home/apt,150,30,7,188
14875,11799451,Cozy and ideal studio in the middle of Manhattan..,33547829,Manhattan,Midtown,40.75561,-73.96424,Entire home/apt,130,2,118,226
14905,11837962,1 BR heart of Midtown East,61391963,Manhattan,Midtown,40.7566,-73.96956,Entire home/apt,133,30,7,127
15040,12000676,~Luxury 1 bedroom apt. near Columbus Circle,30283594,Manhattan,Midtown,40.76528,-73.98175,Entire home/apt,239,30,0,351
15042,12001322,NYC Midtown-West Luxury 1BR Apt.,30283594,Manhattan,Midtown,40.76554,-73.98289,Entire home/apt,239,30,0,352
15043,12001638,NYC  modern 1 bedroom apt. near Carnegie Hall!,30283594,Manhattan,Midtown,40.765370000000004,-73.98331999999999,Entire home/apt,239,30,0,352
15045,12001854,Luxury 1-Bedroom Midtown West NYC Apartment,30283594,Manhattan,Midtown,40.76573,-73.98295,Entire home/apt,239,30,1,352
15047,12002288,Luxury 1-Bedroom NYC apt. near Rockefeller Center!,30283594,Manhattan,Midtown,40.76497,-73.98201,Entire home/apt,239,30,0,351
15048,12002548,Luxury 1 Bedroom Midtown West Apartment!,30283594,Manhattan,Midtown,40.76526,-73.9817,Entire home/apt,239,30,0,352
15058,12005922,Plush 2 Bedroom Midtown West NYC Apartment,30283594,Manhattan,Midtown,40.76647,-73.9829,Entire home/apt,369,30,0,345
15060,12006201,High-end bright 1 bedroom apt. in Midtown West,30283594,Manhattan,Midtown,40.76484,-73.98326,Entire home/apt,239,30,0,348
15122,12082624,NYC Midtown West 1 bedroom luxury apartment!,30283594,Manhattan,Midtown,40.76571,-73.98312,Entire home/apt,239,30,0,352
15126,12083868,Sleek 1 BR apt. near major attractions in NYC!,30283594,Manhattan,Midtown,40.76536,-73.98199,Entire home/apt,239,30,0,351
15130,12085008,Sophisticated 1 bedroom apt. in Midtown West!,30283594,Manhattan,Midtown,40.76567,-73.98308,Entire home/apt,239,30,0,352
15132,12086180,Lux 1BR NYC apt. steps from  Carnegie Hall!,30283594,Manhattan,Midtown,40.76511,-73.98345,Entire home/apt,239,30,0,352
15140,12089013,NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!,30283594,Manhattan,Midtown,40.76545,-73.98156,Entire home/apt,239,30,1,351
15150,12093494,Midtown Sleep 6 Central Convenience,62031986,Manhattan,Midtown,40.75237,-73.98769,Entire home/apt,333,1,246,323
15154,12096332,Amazing Views 3BR 2BA Bright and Spacious,64052858,Manhattan,Midtown,40.7442,-73.98748,Entire home/apt,999,2,54,58
15164,12109347,Modern 1BR apt- prime Times Square location!!,30283594,Manhattan,Midtown,40.76506,-73.98236,Entire home/apt,239,30,0,352
15168,12110990,Amazing 2 BR NYC apt. with up-to-date amenities!,30283594,Manhattan,Midtown,40.76657,-73.98201,Entire home/apt,369,30,1,345
15169,12111387,Luxury 2BR-Apt. next to Central Park,30283594,Manhattan,Midtown,40.765370000000004,-73.98298,Entire home/apt,369,30,0,345
15170,12113015,5th ave & Broadway nr Times Square,26802681,Manhattan,Midtown,40.74749,-73.98873,Entire home/apt,99,1,172,213
15176,12114040,Studio Apt. near Empire State Bldg 4B,17770287,Manhattan,Midtown,40.749390000000005,-73.98292,Entire home/apt,99,30,9,227
15196,12136198,5th ave/Broadway near Empire State,65143341,Manhattan,Midtown,40.74771,-73.98727,Entire home/apt,139,1,186,230
15221,12171619,The Manhattan Club - NYC Marathon Weekend,56098700,Manhattan,Midtown,40.76593,-73.9812,Entire home/apt,500,3,0,0
